0.5 0.00 0
0.5 1.00 0.000148763
0.5 2.00 0.000595348
0.5 3.00 0.00133468
0.5 4.00 0.00238017
0.5 5.00 0.00371598
0.5 6.00 0.00535672
0.5 7.00 0.00729367
0.5 8.00 0.00953057
0.5 9.00 0.0120779
0.5 10.00 0.0149226
0.5 11.00 0.0180761
0.5 12.00 0.0215325
0.5 13.00 0.0253045
0.5 14.00 0.029387
0.5 15.00 0.0337818
0.5 16.00 0.0384907
0.5 17.00 0.0435228
0.5 18.00 0.0488745
0.5 19.00 0.0545559
0.5 20.00 0.0605585
0.5 21.00 0.0668922
0.5 22.00 0.0735628
0.5 23.00 0.0805619
0.5 24.00 0.0879078
0.5 25.00 0.0955939
0.5 26.00 0.103626
0.5 27.00 0.112011
0.5 28.00 0.120747
0.5 29.00 0.129837
0.5 30.00 0.139285
0.5 31.00 0.149094
0.5 32.00 0.159262
0.5 33.00 0.169804
0.5 34.00 0.180713
0.5 35.00 0.191997
0.5 36.00 0.203647
0.5 37.00 0.215672
0.5 38.00 0.228075
0.5 39.00 0.24085
0.5 40.00 0.254003
0.5 41.00 0.267529
0.5 42.00 0.281427
0.5 43.00 0.295701
0.5 44.00 0.310345
0.5 45.00 0.325348
0.5 46.00 0.340709
0.5 47.00 0.356426
0.5 48.00 0.372495
0.5 49.00 0.388896
0.5 50.00 0.40563
0.5 51.00 0.422677
0.5 52.00 0.44003
0.5 53.00 0.457673
0.5 54.00 0.47559
0.5 55.00 0.493763
0.5 56.00 0.512166
0.5 57.00 0.530788
0.5 58.00 0.549599
0.5 59.00 0.568574
0.5 60.00 0.587677
0.5 61.00 0.606876
0.5 62.00 0.62615
0.5 63.00 0.645461
0.5 64.00 0.66476
0.5 65.00 0.684021
0.5 66.00 0.70318
0.5 67.00 0.7222
0.5 68.00 0.741029
0.5 69.00 0.759634
0.5 70.00 0.777948
0.5 71.00 0.795919
0.5 72.00 0.813511
0.5 73.00 0.830622
0.5 74.00 0.847242
0.5 75.00 0.863287
0.5 76.00 0.878714
0.5 77.00 0.893433
0.5 78.00 0.907435
0.5 79.00 0.920629
0.5 80.00 0.932971
0.5 81.00 0.94442
0.5 82.00 0.954895
0.5 83.00 0.964381
0.5 84.00 0.972817
0.5 85.00 0.980179
0.5 86.00 0.986423
0.5 87.00 0.991507
0.5 88.00 0.995418
0.5 89.00 0.998147
0.5 90.00 0.999666
0.5 91.00 0.99996
0.5 92.00 0.999047
0.5 93.00 0.996911
0.5 94.00 0.993578
0.5 95.00 0.989053
0.5 96.00 0.983359
0.5 97.00 0.976534
0.5 98.00 0.968596
0.5 99.00 0.959565
0.5 100.00 0.949516
0.5 101.00 0.938464
0.5 102.00 0.926488
0.5 103.00 0.913608
0.5 104.00 0.899892
0.5 105.00 0.885398
0.5 106.00 0.870177
0.5 107.00 0.854284
0.5 108.00 0.837779
0.5 109.00 0.820734
0.5 110.00 0.803192
0.5 111.00 0.78521
0.5 112.00 0.766864
0.5 113.00 0.748183
0.5 114.00 0.729243
0.5 115.00 0.710075
0.5 116.00 0.69075
0.5 117.00 0.671302
0.5 118.00 0.651788
0.5 119.00 0.632244
0.5 120.00 0.612716
0.5 121.00 0.59323
0.5 122.00 0.573836
0.5 123.00 0.554559
0.5 124.00 0.535441
0.5 125.00 0.516499
0.5 126.00 0.497757
0.5 127.00 0.479255
0.5 128.00 0.461003
0.5 129.00 0.443023
0.5 130.00 0.425344
0.5 131.00 0.407953
0.5 132.00 0.390889
0.5 133.00 0.374167
0.5 134.00 0.357779
0.5 135.00 0.341745
0.5 136.00 0.326079
0.5 137.00 0.310777
0.5 138.00 0.295847
0.5 139.00 0.281298
0.5 140.00 0.26712
0.5 141.00 0.253341
0.5 142.00 0.239939
0.5 143.00 0.226933
0.5 144.00 0.214309
0.5 145.00 0.202074
0.5 146.00 0.190217
0.5 147.00 0.178759
0.5 148.00 0.167681
0.5 149.00 0.156977
0.5 150.00 0.146663
0.5 151.00 0.136726
0.5 152.00 0.127162
0.5 153.00 0.117965
0.5 154.00 0.109144
0.5 155.00 0.100691
0.5 156.00 0.0925991
0.5 157.00 0.084862
0.5 158.00 0.0774871
0.5 159.00 0.0704705
0.5 160.00 0.0637943
0.5 161.00 0.0574732
0.5 162.00 0.0514899
0.5 163.00 0.0458504
0.5 164.00 0.0405544
0.5 165.00 0.0355859
0.5 166.00 0.0309605
0.5 167.00 0.0266556
0.5 168.00 0.0226873
0.5 169.00 0.0190418
0.5 170.00 0.0157208
0.5 171.00 0.0127188
0.5 172.00 0.0100465
0.5 173.00 0.00768415
0.5 174.00 0.00564314
0.5 175.00 0.00391248
0.5 176.00 0.00250451
0.5 177.00 0.0014093
0.5 178.00 0.000625089
0.5 179.00 0.00015809
0.5 180.00 0
1.0 0.00 0
1.0 1.00 0.000135205
1.0 2.00 0.000541152
1.0 3.00 0.00121883
1.0 4.00 0.00216552
1.0 5.00 0.00338355
1.0 6.00 0.00487584
1.0 7.00 0.00664165
1.0 8.00 0.00868082
1.0 9.00 0.0109983
1.0 10.00 0.0135907
1.0 11.00 0.0164598
1.0 12.00 0.0196124
1.0 13.00 0.0230469
